id,name,host_id,host_is_superhost,neighbourhood_cleansed,property_type,amenities,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,amenities_list
46937046,"Leblon, av Cupertino, near beach with 24h doorman,",635510,True,Leblon,Entire rental unit,"[""Pack \u2019n play/Travel crib"", ""Oven"", ""Building staff"", ""TV with standard cable"", ""Bed linens"", ""Shampoo"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Hangers"", ""Coffee maker"", ""Room-darkening shades"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Iron"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Microwave"", ""Crib"", ""Free parking on premises"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",939.0,4.98,4.98,4.94,4.98,4.94,4.98,4.84,"['Pack ’n play/Travel crib', 'Oven', 'Building staff', 'TV with standard cable', 'Bed linens', 'Shampoo', 'Washer', 'Hot water', 'Hair dryer', 'Dryer', 'Hangers', 'Coffee maker', 'Room-darkening shades', 'Refrigerator', 'Essentials', 'Kitchen', 'Iron', 'Stove', 'Wifi', 'Dishes and silverware', 'Toaster', 'Microwave', 'Crib', 'Free parking on premises', 'Elevator', 'Self check-in', 'Air conditioning']"
46949013,Apartamento completo - MELHOR LOCALIDADE DO LEBLON,282945981,False,Leblon,Entire rental unit,"[""Microwave"", ""Building staff"", ""Clothing storage"", ""TV"", ""Hot water"", ""Kitchen"", ""Blender"", ""BBQ grill"", ""Self check-in"", ""Bed linens"", ""Room-darkening shades"", ""Other gas stove"", ""Coffee maker: espresso machine"", ""Essentials"", ""Portable fans"", ""Granado body soap"", ""Dishes and silverware"", ""Smoking allowed"", ""Wine glasses"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Freezer"", ""Air conditioning"", ""Wifi"", ""Hair dryer"", ""Dining table"", ""Hangers"", ""Cooking basics"", ""Single oven"", ""Drying rack for clothing""]",950.0,5.0,4.83,4.83,5.0,4.92,5.0,4.75,"['Microwave', 'Building staff', 'Clothing storage', 'TV', 'Hot water', 'Kitchen', 'Blender', 'BBQ grill', 'Self check-in', 'Bed linens', 'Room-darkening shades', 'Other gas stove', 'Coffee maker: espresso machine', 'Essentials', 'Portable fans', 'Granado body soap', 'Dishes and silverware', 'Smoking allowed', 'Wine glasses', 'Refrigerator', 'Free washer – In unit', 'Freezer', 'Air conditioning', 'Wifi', 'Hair dryer', 'Dining table', 'Hangers', 'Cooking basics', 'Single oven', 'Drying rack for clothing']"
46962422,"Leblon, Patrimônio histórico e 300m do Mar.",221910236,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Extra pillows and blankets"", ""Smart lock"", ""TV"", ""Hot water"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Cleaning available during stay"", ""Essentials"", ""Dishes and silverware"", ""Smoking allowed"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Oven"", ""Laundromat nearby"", ""Freezer"", ""Air conditioning"", ""Wifi"", ""Coffee maker: pour-over coffee"", ""Long term stays allowed"", ""Hangers"", ""Cooking basics"", ""Pets allowed""]",500.0,4.63,4.63,4.75,4.88,5.0,5.0,4.38,"['Dedicated workspace', 'Extra pillows and blankets', 'Smart lock', 'TV', 'Hot water', 'Kitchen', 'Self check-in', 'Stove', 'Beach access – Beachfront', 'Bed linens', 'Cleaning available during stay', 'Essentials', 'Dishes and silverware', 'Smoking allowed', 'Luggage dropoff allowed', 'Refrigerator', 'Oven', 'Laundromat nearby', 'Freezer', 'Air conditioning', 'Wifi', 'Coffee maker: pour-over coffee', 'Long term stays allowed', 'Hangers', 'Cooking basics', 'Pets allowed']"
46986585,Apartamento no Leblon - Charmoso e encantador.,60068310,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV with standard cable"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Rice maker"", ""Dining table"", ""Host greets you"", ""Washer"", ""Paid parking off premises"", ""Beach essentials"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Hangers"", ""Coffee maker"", ""Cleaning available during stay"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Pets allowed"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Drying rack for clothing"", ""Mountain view"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Private entrance"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Air conditioning""]",720.0,4.85,4.88,4.79,4.85,4.85,4.91,4.44,"['Dedicated workspace', 'Oven', 'TV with standard cable', 'Body soap', 'Bed linens', 'Clothing storage', 'Rice maker', 'Dining table', 'Host greets you', 'Washer', 'Paid parking off premises', 'Beach essentials', 'Hot water', 'Hair dryer', 'Dryer', 'Hangers', 'Coffee maker', 'Cleaning available during stay', 'Refrigerator', 'Essentials', 'Ceiling fan', 'Pets allowed', 'Kitchen', 'Long term stays allowed', 'Iron', 'Carbon monoxide alarm', 'Smoke alarm', 'Drying rack for clothing', 'Mountain view', 'Stove', 'Wifi', 'Dishes and silverware', 'Microwave', 'Private entrance', 'Extra pillows and blankets', 'Beach access – Beachfront', 'Air conditioning']"
46816602,Car1203| 2 bedrooms apartment in Leblon,1982737,False,Leblon,Entire rental unit,"[""Dishes and silverware"", ""Dedicated workspace"", ""Cooking basics"", ""Oven"", ""Essentials"", ""TV"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Bed linens"", ""Coffee maker"", ""Stove"", ""Elevator"", ""Refrigerator"", ""Air conditioning"", ""Wifi""]",238.0,4.31,4.31,4.24,4.66,4.66,4.83,4.17,"['Dishes and silverware', 'Dedicated workspace', 'Cooking basics', 'Oven', 'Essentials', 'TV', 'Microwave', 'Hot water', 'Kitchen', 'Bed linens', 'Coffee maker', 'Stove', 'Elevator', 'Refrigerator', 'Air conditioning', 'Wifi']"
47020137,LEBLON - TOP LOCATION - Serviced Apartment,924233,True,Leblon,Entire serviced apartment,"[""Clothing storage: closet"", ""Dedicated workspace"", ""Private patio or balcony"", ""Building staff"", ""Body soap"", ""Bed linens"", ""Shampoo"", ""Shower gel"", ""Exercise equipment: free weights, treadmill"", ""Dining table"", ""Induction stove"", ""Shared gym in building"", ""Coffee maker: Nespresso"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Blender"", ""AC - split type ductless system"", ""Freezer"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Electrolux refrigerator"", ""Hot water kettle"", ""Long term stays allowed"", ""Iron"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""55 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, premium cable"", ""Microwave"", ""Beach view"", ""Portable fans"", ""Hammock"", ""Cleaning products"", ""Free parking on premises"", ""Outdoor furniture"", ""Elevator"", ""Luggage dropoff allowed"", ""Self check-in""]",544.0,4.96,4.93,4.86,4.99,4.96,4.97,4.85,"['Clothing storage: closet', 'Dedicated workspace', 'Private patio or balcony', 'Building staff', 'Body soap', 'Bed linens', 'Shampoo', 'Shower gel', 'Exercise equipment: free weights, treadmill', 'Dining table', 'Induction stove', 'Shared gym in building', 'Coffee maker: Nespresso', 'Hot water', 'Hair dryer', 'Hangers', 'Wine glasses', 'Blender', 'AC - split type ductless system', 'Freezer', 'Essentials', 'Pets allowed', 'Kitchen', 'Electrolux refrigerator', 'Hot water kettle', 'Long term stays allowed', 'Iron', 'Free dryer – In unit', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', '55 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, premium cable', 'Microwave', 'Beach view', 'Portable fans', 'Hammock', 'Cleaning products', 'Free parking on premises', 'Outdoor furniture', 'Elevator', 'Luggage dropoff allowed', 'Self check-in']"
47048339,Maravilhoso quarto/sala recém reformado Leblon,376867073,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV"", ""Building staff"", ""Ethernet connection"", ""Smoking allowed"", ""Bed linens"", ""Clothing storage"", ""Laundromat nearby"", ""Hot water"", ""Hair dryer"", ""Coffee maker"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Iron"", ""Stove"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Microwave"", ""Extra pillows and blankets"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",254.0,4.72,4.79,4.66,4.9,4.82,4.97,4.73,"['Dedicated workspace', 'Oven', 'TV', 'Building staff', 'Ethernet connection', 'Smoking allowed', 'Bed linens', 'Clothing storage', 'Laundromat nearby', 'Hot water', 'Hair dryer', 'Coffee maker', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Essentials', 'Ceiling fan', 'Kitchen', 'Iron', 'Stove', 'Free washer – In unit', 'Free dryer – In unit', 'Wifi', 'Dishes and silverware', 'Toaster', 'Microwave', 'Extra pillows and blankets', 'Elevator', 'Self check-in', 'Air conditioning']"
46887839,Apartment in the ♡ of Leblon,177294579,True,Leblon,Entire rental unit,"[""42 inch TV with Netflix, premium cable, standard cable"", ""Grundig Bluetooth sound system"", ""Dedicated workspace"", ""Private patio or balcony"", ""Smart lock"", ""Children\u2019s books and toys"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Frutas da Amaz\u00f4nia body soap"", ""Smoking allowed"", ""Shower gel"", ""Dining table"", ""Bathtub"", ""Frutas da Amaz\u00f4nia shampoo"", ""Children's playroom"", ""Free residential garage on premises \u2013 1 space"", ""Host greets you"", ""Paid street parking off premises"", ""Board games"", ""Ping pong table"", ""Hot water"", ""Hair dryer"", ""Clothing storage: closet and wardrobe"", ""Outdoor shower"", ""Paid parking lot on premises \u2013 10 spaces"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Cleaning available during stay"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""Frutas da Amaz\u00f4nia conditioner"", ""Shared sauna"", ""Children\u2019s dinnerware"", ""Exterior security cameras on property"", ""Consul refrigerator"", ""Outdoor playground"", ""Freezer"", ""Essentials"", ""Ceiling fan"", ""Folding or convertible high chair - always at the listing"", ""Kitchen"", ""Single level home"", ""Long term stays allowed"", ""Iron"", ""Window AC unit"", ""Aksoi gas stove"", ""Shared outdoor pool - available all year, open specific hours"", ""Drying rack for clothing"", ""Central air conditioning"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Microwave"", ""Sun loungers"", ""Stainless steel oven"", ""Lake access"", ""Portable fans"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Luggage dropoff allowed"", ""Beach access \u2013 Beachfront"", ""Self check-in""]",581.0,4.94,4.95,4.94,4.93,4.95,4.98,4.88,"['42 inch TV with Netflix, premium cable, standard cable', 'Grundig Bluetooth sound system', 'Dedicated workspace', 'Private patio or balcony', 'Smart lock', 'Children’s books and toys', 'Shared backyard – Fully fenced', 'Bed linens', 'Frutas da Amazônia body soap', 'Smoking allowed', 'Shower gel', 'Dining table', 'Bathtub', 'Frutas da Amazônia shampoo', ""Children's playroom"", 'Free residential garage on premises – 1 space', 'Host greets you', 'Paid street parking off premises', 'Board games', 'Ping pong table', 'Hot water', 'Hair dryer', 'Clothing storage: closet and wardrobe', 'Outdoor shower', 'Paid parking lot on premises – 10 spaces', 'Hangers', 'Coffee maker', 'Wine glasses', 'Cleaning available during stay', 'Room-darkening shades', 'Baking sheet', 'Blender', 'Frutas da Amazônia conditioner', 'Shared sauna', 'Children’s dinnerware', 'Exterior security cameras on property', 'Consul refrigerator', 'Outdoor playground', 'Freezer', 'Essentials', 'Ceiling fan', 'Folding or convertible high chair - always at the listing', 'Kitchen', 'Single level home', 'Long term stays allowed', 'Iron', 'Window AC unit', 'Aksoi gas stove', 'Shared outdoor pool - available all year, open specific hours', 'Drying rack for clothing', 'Central air conditioning', 'Free dryer – In unit', 'Free washer – In unit', 'Books and reading material', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Microwave', 'Sun loungers', 'Stainless steel oven', 'Lake access', 'Portable fans', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Pack ’n play/Travel crib - always at the listing', 'Luggage dropoff allowed', 'Beach access – Beachfront', 'Self check-in']"
47087908,Charme do Leblon!,40055478,False,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Private patio or balcony"", ""Oven"", ""TV"", ""Ethernet connection"", ""Smoking allowed"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Host greets you"", ""Washer"", ""Paid parking off premises"", ""Laundromat nearby"", ""Hot water"", ""Hair dryer"", ""Outdoor shower"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Fire extinguisher"", ""Kitchen"", ""City skyline view"", ""Iron"", ""Drying rack for clothing"", ""Stove"", ""Shared beach access"", ""Books and reading material"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Clothing storage: wardrobe"", ""Microwave"", ""Private entrance"", ""Portable fans"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Luggage dropoff allowed"", ""Air conditioning""]",800.0,4.89,4.91,4.86,4.97,5.0,5.0,4.86,"['Coffee maker: drip coffee maker', 'Dedicated workspace', 'Private patio or balcony', 'Oven', 'TV', 'Ethernet connection', 'Smoking allowed', 'Body soap', 'Bed linens', 'Dining table', 'Host greets you', 'Washer', 'Paid parking off premises', 'Laundromat nearby', 'Hot water', 'Hair dryer', 'Outdoor shower', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Baking sheet', 'Blender', 'Refrigerator', 'Freezer', 'Essentials', 'Fire extinguisher', 'Kitchen', 'City skyline view', 'Iron', 'Drying rack for clothing', 'Stove', 'Shared beach access', 'Books and reading material', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Clothing storage: wardrobe', 'Microwave', 'Private entrance', 'Portable fans', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Luggage dropoff allowed', 'Air conditioning']"
47221165,Flat Rio Design Leblon,18931103,True,Leblon,Entire serviced apartment,"[""Clothing storage: closet"", ""Dedicated workspace"", ""Building staff"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Ocean view"", ""Free parking garage on premises \u2013 1 space"", ""Echo Studio  Bluetooth sound system"", ""Bay view"", ""Panasonic  refrigerator"", ""Waterfront"", ""Shared gym in building"", ""Coffee maker: Nespresso"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""AC - split type ductless system"", ""Shared sauna"", ""Freezer"", ""Essentials"", ""Kitchen"", ""Long term stays allowed"", ""Shared indoor pool - available all year, open specific hours"", ""Iron"", ""Carbon monoxide alarm"", ""Shared hot tub - available all year, open specific hours"", ""Smoke alarm"", ""Mountain view"", ""Consul  oven"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Free street parking"", ""Microwave"", ""Beach view"", ""Safe"", ""Portable fans"", ""Extra pillows and blankets"", ""Consul  gas stove"", ""Elevator"", ""Luggage dropoff allowed"", ""Self check-in"", ""65 inch HDTV with standard cable""]",890.0,4.87,4.87,4.78,4.99,4.96,5.0,4.72,"['Clothing storage: closet', 'Dedicated workspace', 'Building staff', 'Body soap', 'Bed linens', 'Dining table', 'Ocean view', 'Free parking garage on premises – 1 space', 'Echo Studio  Bluetooth sound system', 'Bay view', 'Panasonic  refrigerator', 'Waterfront', 'Shared gym in building', 'Coffee maker: Nespresso', 'Hot water', 'Hair dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Blender', 'AC - split type ductless system', 'Shared sauna', 'Freezer', 'Essentials', 'Kitchen', 'Long term stays allowed', 'Shared indoor pool - available all year, open specific hours', 'Iron', 'Carbon monoxide alarm', 'Shared hot tub - available all year, open specific hours', 'Smoke alarm', 'Mountain view', 'Consul  oven', 'Free dryer – In unit', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Toaster', 'Free street parking', 'Microwave', 'Beach view', 'Safe', 'Portable fans', 'Extra pillows and blankets', 'Consul  gas stove', 'Elevator', 'Luggage dropoff allowed', 'Self check-in', '65 inch HDTV with standard cable']"
47233505,Leblon - Ótima localização,345203840,False,Leblon,Entire rental unit,"[""Dishes and silverware"", ""Essentials"", ""TV"", ""Microwave"", ""Building staff"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Coffee maker"", ""Iron"", ""Washer"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",489.0,4.98,4.99,5.0,4.99,5.0,4.99,4.83,"['Dishes and silverware', 'Essentials', 'TV', 'Microwave', 'Building staff', 'Hot water', 'Hair dryer', 'Kitchen', 'Dryer', 'Coffee maker', 'Iron', 'Washer', 'Self check-in', 'Air conditioning', 'Wifi']"
47140414,Apartamento Aconchegante no Leblon,374347212,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Free residential garage on premises"", ""Ethernet connection"", ""Bed linens"", ""Clothing storage"", ""Shampoo"", ""Dining table"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Drying rack for clothing"", ""Stove"", ""Conditioner"", ""Free washer \u2013 In unit"", ""HDTV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Free street parking"", ""Microwave"", ""Private entrance"", ""Coffee maker: pour-over coffee"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Beach access \u2013 Beachfront"", ""Air conditioning""]",,4.88,4.95,4.84,4.97,4.97,4.98,4.71,"['Dedicated workspace', 'Free residential garage on premises', 'Ethernet connection', 'Bed linens', 'Clothing storage', 'Shampoo', 'Dining table', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Essentials', 'Ceiling fan', 'Kitchen', 'Long term stays allowed', 'Iron', 'Drying rack for clothing', 'Stove', 'Conditioner', 'Free washer – In unit', 'HDTV with standard cable', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Free street parking', 'Microwave', 'Private entrance', 'Coffee maker: pour-over coffee', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Beach access – Beachfront', 'Air conditioning']"
47576349,Stunning views in the best location in Rio,6529798,True,Leblon,Entire rental unit,"[""Clothing storage: closet"", ""Dedicated workspace"", ""Shared hot tub"", ""Building staff"", ""Lake view"", ""Paid parking garage off premises"", ""Bed linens"", ""Shampoo"", ""Shower gel"", ""Dining table"", ""Bathtub"", ""Free parking garage on premises \u2013 1 space"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Cleaning available during stay"", ""Room-darkening shades"", ""Refrigerator"", ""Shared sauna"", ""Freezer"", ""Essentials"", ""Kitchen"", ""Private gym in building"", ""Iron"", ""Window AC unit"", ""Drying rack for clothing"", ""Stove"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Wifi"", ""Shared beach access"", ""Dishes and silverware"", ""Cooking basics"", ""Shared pool"", ""Microwave"", ""Safe"", ""Cleaning products"", ""Elevator"", ""58 inch HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Self check-in""]",630.0,4.87,4.88,4.88,4.91,4.93,4.98,4.69,"['Clothing storage: closet', 'Dedicated workspace', 'Shared hot tub', 'Building staff', 'Lake view', 'Paid parking garage off premises', 'Bed linens', 'Shampoo', 'Shower gel', 'Dining table', 'Bathtub', 'Free parking garage on premises – 1 space', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Wine glasses', 'Cleaning available during stay', 'Room-darkening shades', 'Refrigerator', 'Shared sauna', 'Freezer', 'Essentials', 'Kitchen', 'Private gym in building', 'Iron', 'Window AC unit', 'Drying rack for clothing', 'Stove', 'Conditioner', 'Free dryer – In unit', 'Free washer – In unit', 'Wifi', 'Shared beach access', 'Dishes and silverware', 'Cooking basics', 'Shared pool', 'Microwave', 'Safe', 'Cleaning products', 'Elevator', '58 inch HDTV with Amazon Prime Video, Netflix, HBO Max', 'Self check-in']"
47267906,Apartamento no coração do Leblon,234353230,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""Bed linens"", ""Gas stove"", ""Host greets you"", ""Paid street parking off premises"", ""Lockbox"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Granado conditioner"", ""AC - split type ductless system"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Granado shampoo"", ""Ceiling fan"", ""Kitchen"", ""Granado body soap"", ""Hot water kettle"", ""Iron"", ""Drying rack for clothing"", ""Shared beach access"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage: wardrobe"", ""Microwave"", ""50 inch HDTV with Netflix, standard cable"", ""Self check-in""]",966.0,4.78,4.74,4.61,4.91,4.96,4.96,4.52,"['Dedicated workspace', 'Oven', 'Bed linens', 'Gas stove', 'Host greets you', 'Paid street parking off premises', 'Lockbox', 'Hot water', 'Hair dryer', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Granado conditioner', 'AC - split type ductless system', 'Refrigerator', 'Freezer', 'Essentials', 'Granado shampoo', 'Ceiling fan', 'Kitchen', 'Granado body soap', 'Hot water kettle', 'Iron', 'Drying rack for clothing', 'Shared beach access', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Clothing storage: wardrobe', 'Microwave', '50 inch HDTV with Netflix, standard cable', 'Self check-in']"
47286347,! Novo Studio Leblon / 23m² /  2 Quadras Praia,35739862,True,Leblon,Entire rental unit,"[""Mini fridge"", ""Smart lock"", ""TV"", ""Body soap"", ""Bed linens"", ""Shampoo"", ""Washer"", ""Coffee maker: Nespresso"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Hangers"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Stove"", ""Conditioner"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Private entrance"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Self check-in"", ""Air conditioning""]",384.0,4.83,4.86,4.83,4.93,4.94,4.92,4.69,"['Mini fridge', 'Smart lock', 'TV', 'Body soap', 'Bed linens', 'Shampoo', 'Washer', 'Coffee maker: Nespresso', 'Hot water', 'Hair dryer', 'Dryer', 'Hangers', 'Essentials', 'Pets allowed', 'Kitchen', 'Long term stays allowed', 'Iron', 'Stove', 'Conditioner', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Free street parking', 'Microwave', 'Private entrance', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Self check-in', 'Air conditioning']"
47290185,! Leblon 304 / 80m² / 2 Quartos / 2 Quadras Praia,35739862,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Smart lock"", ""Free residential garage on premises"", ""TV"", ""Body soap"", ""Bed linens"", ""Coffee maker: Nespresso"", ""Hot water"", ""Hair dryer"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""AC - split type ductless system"", ""Freezer"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Single oven"", ""Stove"", ""Shared beach access"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage: wardrobe"", ""Microwave"", ""Private entrance"", ""Extra pillows and blankets"", ""Elevator"", ""Self check-in""]",850.0,4.91,4.91,4.88,4.85,4.94,4.94,4.71,"['Dedicated workspace', 'Smart lock', 'Free residential garage on premises', 'TV', 'Body soap', 'Bed linens', 'Coffee maker: Nespresso', 'Hot water', 'Hair dryer', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Refrigerator', 'AC - split type ductless system', 'Freezer', 'Essentials', 'Pets allowed', 'Kitchen', 'Long term stays allowed', 'Iron', 'Single oven', 'Stove', 'Shared beach access', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Clothing storage: wardrobe', 'Microwave', 'Private entrance', 'Extra pillows and blankets', 'Elevator', 'Self check-in']"
47923162,Apê Dias Ferreira,36744189,True,Leblon,Entire rental unit,"[""Clothing storage: closet"", ""Dedicated workspace"", ""Smart lock"", ""Oven"", ""32 inch HDTV with standard cable, Netflix"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Stainless steel gas stove"", ""Blender"", ""AC - split type ductless system"", ""Refrigerator"", ""Exterior security cameras on property"", ""Freezer"", ""Essentials"", ""Fire extinguisher"", ""Kitchen"", ""Single level home"", ""Hot water kettle"", ""Long term stays allowed"", ""Iron"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Private entrance"", ""Elevator"", ""Self check-in""]",388.0,4.86,4.86,4.89,4.94,4.85,4.92,4.79,"['Clothing storage: closet', 'Dedicated workspace', 'Smart lock', 'Oven', '32 inch HDTV with standard cable, Netflix', 'Body soap', 'Bed linens', 'Dining table', 'Bathtub', 'Coffee maker: Nespresso', 'Laundromat nearby', 'Hot water', 'Hair dryer', 'Hangers', 'First aid kit', 'Wine glasses', 'Stainless steel gas stove', 'Blender', 'AC - split type ductless system', 'Refrigerator', 'Exterior security cameras on property', 'Freezer', 'Essentials', 'Fire extinguisher', 'Kitchen', 'Single level home', 'Hot water kettle', 'Long term stays allowed', 'Iron', 'Carbon monoxide alarm', 'Smoke alarm', 'Drying rack for clothing', 'Free dryer – In unit', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Private entrance', 'Elevator', 'Self check-in']"
47559375,Studio no Coração do Leblon,375576360,True,Leblon,Entire rental unit,"[""Keypad"", ""Coffee maker: espresso machine, Nespresso"", ""TV"", ""Microwave"", ""Ceiling fan"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",243.0,4.91,4.91,4.86,5.0,5.0,5.0,4.95,"['Keypad', 'Coffee maker: espresso machine, Nespresso', 'TV', 'Microwave', 'Ceiling fan', 'Hair dryer', 'Kitchen', 'Hangers', 'Self check-in', 'Air conditioning', 'Wifi']"
